Title,Price,Location,Size,Bedroom
HoT LocaTion ‼️ FuLLy FurNiSheD The ELeMenTs JaLaN AmPang,RM 2 100 per month,Ampang,950 sq.ft.,2 Bedrooms
Majestic Maxim 2 Rooms In Taman Connaught Cheras For Rent,RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
"Majestic Maxim, Cheras Taman Connaught, 3 Rooms With Kitchen Cabinet",RM 1 500 per month,Cheras,819 sq.ft.,3 Bedrooms
"350m MRT Connaught, Branded Kitchen Cabinet, Quality Furnishings",RM 1 600 per month,Cheras,650 sq.ft.,2 Bedrooms
"Furnished, Below Market Price, 350m To MRT Connaught, 5 Station To TRX",RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
"Kepongmas Partly furnished, Taman Usahawan Metro Perdana Kepong",RM 1 400 per month,Kepong,800 sq.ft.,3 Bedrooms
Prisma Cheras Condo Taman Midah Cheras Hukm,RM 1 100 per month,Cheras,900 sq.ft.,1 Bedroom
Arte duplex @ mont Kiara,RM 1 700 per month,Mont Kiara,886 sq.ft.,2 Bedrooms
Bayu Sentul Condo Dato Senu 3 Sentul [PARTIALLY FURNISHED],RM 1 900 per month,Sentul,1300 sq.ft.,3 Bedrooms
The holmes bandar tun razak klcc view nearby hukm taman midah lido,RM 2 200 per month,Cheras,1018 sq.ft.,3 Bedrooms
Sentul Village@3R 2B 1P For Rent,RM 1 450 per month,Sentul,948 sq.ft.,3 Bedrooms
The Face Suites KLCC KL City Centre 850SQFT [FULLY FURNISHED],RM 3 100 per month,KLCC,850 sq.ft.,1 Bedroom
[Fully Furnished] Brem Park 1 Condominium Happy Garden Kuchai Lama,RM 1 600 per month,Kuchai Lama,1040 sq.ft.,3 Bedrooms
"Manor Apartment, Taman Maluri Cheras",RM 1 300 per month,Cheras,900 sq.ft.,3 Bedrooms
"For Rent Shop Apartment Megan Setapak,Level 3, Coner Unit",RM 1 200 per month,Setapak,1000 sq.ft.,3 Bedrooms
Zeta Deskye@Sentul KL For Rent,RM 1 600 per month,Sentul,1037 sq.ft.,3 Bedrooms
Zeta Deskye@Jalan Ipoh KL For Rent,RM 1 600 per month,Jalan Ipoh,1037 sq.ft.,3 Bedrooms
"Residensi Suria Pantai, Pantai Sentral",RM 1 600 per month,Pantai,810 sq.ft.,3 Bedrooms
SKY AWANI 3 for RENT! with kitchen cabinet,RM 1 500 per month,Setapak,800 sq.ft.,3 Bedrooms
"Pandan Perdana Villa Duplex Apartment , PV1",RM 1 180 per month,Cheras,806 sq.ft.,3 Bedrooms
M City Jalan Ampang Village Grocer KLCC 2 Bedrooms Duplex Sewa Rent KL,RM 2 500 per month,KL City,1052 sq.ft.,2 Bedrooms
Villa Crystal Condo Fully Furnished Kepong Segambut Sri Sinar Bintang,RM 2 000 per month,Segambut,1155 sq.ft.,3 Bedrooms
Rumah Sewa SEKSYEN 1 Wangsa Maju,RM 1 200 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
For Rental Semi Furnished Residensi Platinum Teratai Condo Setapak,RM 2 000 per month,Setapak,928 sq.ft.,3 Bedrooms
"The Nest [ Actual Unit, Fully Air Cond, Kitchen ] Ready Move In",RM 1 799 per month,Setapak,1000 sq.ft.,3 Bedrooms
"Bennington Residence [ Actual Unit, 2 Parking ] 3Bedroom",RM 1 999 per month,Setapak,1100 sq.ft.,3 Bedrooms
Dutamas Changkat View Ready Move In Fully Furnish Unit Include Utility,RM 800 per month,Solaris Dutamas,1100 sq.ft.,5 Bedrooms
tulin apartment,RM 1 000 per month,Old Klang Road,800 sq.ft.,3 Bedrooms
Desa Permai Condo for Rent,RM 1 800 per month,Taman Desa,1130 sq.ft.,3 Bedrooms
"Duplex Arte Mont Kiara 2 car parks, near Publika, Hartamas Corner Lot",RM 2 998 per month,Mont Kiara,925 sq.ft.,2 Bedrooms
"Fera Residence [ Actual Unit, Fully Furnished ] 2 Parking",RM 2 800 per month,Wangsa Maju,850 sq.ft.,3 Bedrooms
Parklane Condo Partly Oug Old Klang Road Puchong,RM 1 200 per month,OUG,950 sq.ft.,3 Bedrooms
Sentul Utama Condo,RM 1 200 per month,Sentul,877 sq.ft.,3 Bedrooms
"Regalia Service Apartment, near MRT, LRT, Sunway Putra Mall",RM 2 100 per month,Jalan Sultan Ismail,560 sq.ft.,1 Bedroom
KL Traders Square [ 3+1Bedroom 2Bathroom ] Actual Unit,RM 1 450 per month,Setapak,940 sq.ft.,4 Bedrooms
(Direct Owner)Apartmnt Cheras Mewah sebelah CS Taman Tun Perak Cheras,RM 600 per month,Cheras,700 sq.ft.,3 Bedrooms
[Near LRT] Fully Furnished Putra Suria Residensi @ Cheras,RM 1 350 per month,Cheras,748 sq.ft.,3 Bedrooms
The Birch Brand NEW Service Apartment suitable for family for Rent,RM 1 600 per month,Jalan Ipoh,652 sq.ft.,2 Bedrooms
Jalan ipoh Sri intan condo 2,RM 1 300 per month,Jalan Ipoh,1200 sq.ft.,3 Bedrooms
Walking Distance to MRT Taman Connaught,RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
"Flat Danau Kota, Setapak ada Lif",RM 950 per month,Setapak,700 sq.ft.,3 Bedrooms
The Heritage Condominium Jalan Pahang Near Hospital Besar Kuala Lumpu,RM 1 600 per month,Setapak,1280 sq.ft.,3 Bedrooms
FULLY FURNISHED Anjung Hijau Bukit Jalil,RM 1 950 per month,Bukit Jalil,1100 sq.ft.,3 Bedrooms
Jln Laman Rimbunan PANGSAPURI SEROJA APT Kepong K.L.,RM 750 per month,Kepong,750 sq.ft.,3 Bedrooms
Residency V 3R2B2C near KTM Petaling Old Klang Road,RM 2 200 per month,Old Klang Road,909 sq.ft.,3 Bedrooms
"Central Residence, Sungai Besi, Fully Furnished 2 Rooms Condo For Rent",RM 1 600 per month,Sungai Besi,731 sq.ft.,2 Bedrooms
"Rumah Sewa di M3 Residency, Taman Melati, jalan kaki ke Lrt, Kl",RM 1 700 per month,Setapak,810 sq.ft.,3 Bedrooms
Residensi Jalilmas Bukit Jalil,RM 1 200 per month,Bukit Jalil,800 sq.ft.,3 Bedrooms
MUSLIM depo murah semi ESTANA Court Ukay Bistary near Melawati,RM 1 600 per month,Ampang,850 sq.ft.,3 Bedrooms
The ELeMenTs JaLaN AmPaNg FuLLy FurNiSHeD NeAr KLCc,RM 2 100 per month,Ampang,950 sq.ft.,2 Bedrooms
New residence,RM 2 200 per month,Setapak,1000 sq.ft.,3 Bedrooms
"Ready To Move In M CENTURA Sentul Fully Furnish Near Titiwangsa, HKL",RM 1 200 per month,Sentul,650 sq.ft.,2 Bedrooms
MUSLIM semi end feb PPA1M Bukit Jalil walk LRT Bukit Jalil Stadium,RM 1 300 per month,Bukit Jalil,1200 sq.ft.,3 Bedrooms
2 room Partial Funished unit M Centura Sentul Kepong Kuala Lumpur,RM 1 400 per month,Sentul,646 sq.ft.,2 Bedrooms
Bayu Tasik 1 Condo Sri Permaisuri Cheras LRT Near HUKM F/F Cheaper,RM 1 200 per month,Cheras,950 sq.ft.,3 Bedrooms
Fully Furnished Apartment Bukit Jalil PPA1M Bukit Jalil Kuala lumpur,RM 1 950 per month,Bukit Jalil,1434 sq.ft.,4 Bedrooms
FOR RENT FULLY FURNISHED M Centura Sentul,RM 2 500 per month,Sentul,850 sq.ft.,3 Bedrooms
Majestic Maxim condo for rent (mrt tmn connaught),RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
The Leafz @ Sg Besi Fully Furnished Near Kuchai Lama,RM 2 200 per month,Sungai Besi,1025 sq.ft.,2 Bedrooms
"Luxury and Greenery Lifestyle Binjai On The Park,Kuala Lumpur",RM 16 000 per month,KLCC,3218 sq.ft.,4 Bedrooms
"Fully Furnished And Klcc View For Rent Danau Lumayan, Cheras",RM 1 600 per month,Cheras,830 sq.ft.,3 Bedrooms
Shop Apartment For Rent !!!,RM 1 050 per month,Kepong,750 sq.ft.,3 Bedrooms
38 Bidara Condo Bukit Bintang KLCC,RM 2 100 per month,KLCC,706 sq.ft.,2 Bedrooms
"(FULLY) Scott Garden Soho Duplex Studio Near Taman Desa, Kuchai Lama",RM 1 400 per month,Old Klang Road,775 sq.ft.,1 Bedroom
"The Era (North Kiara) 2R2B, Segambut, Jalan Kuching WIFI KL KL view",RM 2 450 per month,Segambut,900 sq.ft.,2 Bedrooms
"Putra Villa Tmn Melati, Near Gombak LRT",RM 1 800 per month,Setapak,1125 sq.ft.,3 Bedrooms
"Vista Wirajaya 2 Setapak, Tmn Melati LRT next to UTARC",RM 1 650 per month,Setapak,850 sq.ft.,3 Bedrooms
"[Walking Distance UTARC/LRT] Vista Wirajaya Setapak, Tmn Melati",RM 1 500 per month,Setapak,850 sq.ft.,3 Bedrooms
[Walk To LRT/ UTARC] Vista Wirajaya 2 Setapak,RM 1 500 per month,Setapak,850 sq.ft.,3 Bedrooms
"Cheapest unit Majestic Maxim, 5min walking distance to MRT,Eko Cheras",RM 1 000 per month,Cheras,655 sq.ft.,2 Bedrooms
"[2 Car Park Full Grille] Platinum Teratai Setapak, Near PV18 For Rent",RM 1 600 per month,Setapak,928 sq.ft.,3 Bedrooms
"[Ready Move In/Next to LRT] Vista Wirajaya 2 Residensi, Setapak UTARC",RM 1 750 per month,Setapak,850 sq.ft.,3 Bedrooms
"[Ready Move In] PV9 Residensi, Next to UTARC",RM 2 200 per month,Setapak,1100 sq.ft.,4 Bedrooms
"Desa Tun Razal Apartment, 2r1b, high floor, clean",RM 750 per month,Cheras,700 sq.ft.,2 Bedrooms
"Scott Garden Duplex Studio Near Midvalley, Bangsar South, KL Sentral",RM 1 100 per month,Old Klang Road,775 sq.ft.,1 Bedroom
[Super near LRT] casa green 3R2BF/f Platinum OUG The Z Kiara residence,RM 1 999 per month,Bukit Jalil,900 sq.ft.,3 Bedrooms
M Vertica Condo Cheras Maluri 3R2B2C Fully Furnished Velocity MRT LRT,RM 2 300 per month,Cheras,850 sq.ft.,3 Bedrooms
M Vertica Condo Cheras Maluri PGRM KUPTM Near Sunway Velocity LRT MRT,RM 2 300 per month,Cheras,850 sq.ft.,3 Bedrooms
"Sri Jelatek Condominium, Wangsa Maju",RM 1 400 per month,Wangsa Maju,1100 sq.ft.,3 Bedrooms
"Brand New Renovated unit, Walking Distance to MRT Station",RM 1 700 per month,Cheras,819 sq.ft.,3 Bedrooms
TR Residence Carpark @Basement 1 To RENT (CARPARK ONLY),RM 200 per month,Titiwangsa,120 sq.ft.,1 Bedroom
Riverville Taman Sri Sentosa Fully Furnished Huge Balcony 3 Rooms Unit,RM 2 800 per month,Old Klang Road,2100 sq.ft.,3 Bedrooms
"Full Furnish Condo For Rent, ready move in with beg only",RM 1 400 per month,Cheras,1124 sq.ft.,2 Bedrooms
"PPA1M Bukit Jalil, 500m walking distance to LRT, Fully furnished",RM 1 700 per month,Bukit Jalil,1450 sq.ft.,4 Bedrooms
KL Traders Square 3+1 rooms FULLY FURNISHED with 2 car park,RM 1 700 per month,Setapak,950 sq.ft.,3 Bedrooms
PV9 condo 4 rooms FULLY FURNISHED 2 Car park KLCC view,RM 2 000 per month,Setapak,1200 sq.ft.,4 Bedrooms
"Studio Unit, The Colony by Infinitum Partially Unit, KL City Centre",RM 1 900 per month,KL City,450 sq.ft.,1 Bedroom
"The Birch Residence, 2R1B , 3min to MRT Sentul , KLCC",RM 1 800 per month,Jalan Ipoh,650 sq.ft.,2 Bedrooms
Gurneymas Residensi Keramat Near LRT,RM 1 400 per month,Keramat,850 sq.ft.,3 Bedrooms
Flat Taman Melati,RM 950 per month,Setapak,580 sq.ft.,2 Bedrooms
"SkyAwani One Residensi
Fully furnished ready to move in March 2023",RM 1 800 per month,Sentul,800 sq.ft.,3 Bedrooms
Cemara Apt Near LRT KTM salak south Highway Bdr Sri Permaisuri Cheras,RM 1 200 per month,Cheras,720 sq.ft.,3 Bedrooms
Mont Kiara Pines (WELL MAINTAIN RENOVATED UNIT WITH CLUBHOUSE VIEW),RM 2 800 per month,Mont Kiara,1400 sq.ft.,3 Bedrooms
Pangsapuri Segar Ria Cheras,RM 730 per month,Cheras,650 sq.ft.,3 Bedrooms
(LOW RENTAL) Residensi Pandanmas1 Desa Pandan KL For Rent,RM 1 500 per month,Desa Pandan,900 sq.ft.,3 Bedrooms
"Cheapestunit Pandanmas 2,Nearby Lotus , MyTOWN,Sunway velo,Aeon Maluri",RM 1 700 per month,Desa Pandan,950 sq.ft.,3 Bedrooms
Connaught Avenue Condo Taman Connaught Cheras 950sf 3r2b Fully Reno,RM 1 500 per month,Cheras,950 sq.ft.,3 Bedrooms
2 room apartment at higher floor,RM 1 300 per month,KL City,900 sq.ft.,2 Bedrooms
"RUMAH UNTUK DI SEWA Blok Desa Angsana Jalan Desa Cahaya, Cheras",RM 1 000 per month,Cheras,700 sq.ft.,3 Bedrooms
"Cheapest Fully furnished unit, 3R2B , 5min to Pavilion Bkt Jalil,",RM 1 800 per month,Bukit Jalil,1150 sq.ft.,3 Bedrooms
"Sri Ledang Condo, 4 rooms, Partly furnished, Wangsa Maju, KL",RM 1 600 per month,Wangsa Maju,1200 sq.ft.,4 Bedrooms
"Fera Residence, Seksyen 10, Wangsa Maju",RM 1 700 per month,Wangsa Maju,688 sq.ft.,3 Bedrooms
New Painted Condo to let At Jalan Gombak,RM 1 800 per month,Setapak,1131 sq.ft.,3 Bedrooms
"Ready move in Unio Residence Kepong Super deal, many unit on hand",RM 1 700 per month,Kepong,866 sq.ft.,2 Bedrooms
"New Renovated Desa Satu, 3R1B , Kepong",RM 1 000 per month,Kepong,780 sq.ft.,3 Bedrooms
Expressionz 1 bedroom @KLCC,RM 2 000 per month,KL City,500 sq.ft.,1 Bedroom
"Majestic Maxim, MRT Walking distance , UCSI , 5min to Eko Cheras mall",RM 1 500 per month,Cheras,680 sq.ft.,2 Bedrooms
"[CHEAPEST FULLY FURNISHED] LEGASI KAMPONG BHARU, KL near LRT st, KLCC",RM 3 200 per month,KL City,950 sq.ft.,3 Bedrooms
"Untuk DiSewa Monte Bayu Jalan Bukit Pandan Bistari 5, Cheras Baru",RM 1 700 per month,Cheras,1134 sq.ft.,3 Bedrooms
Mandarina Court Cheras Sentral Taman Connaught MRT UCSI Facing KLCC,RM 900 per month,Cheras,780 sq.ft.,3 Bedrooms
"Kepong Jinjang , Ppr Sri Aman Apartment with aircond, kitchen cabinet",RM 800 per month,Kepong,700 sq.ft.,3 Bedrooms
Sentul Point Suite Apartments 2R2B @ Sentul For Rent,RM 1 700 per month,Sentul,743 sq.ft.,2 Bedrooms
Oug platinum kuchai lama Jalan klang lama near lrt muhibbah,RM 1 400 per month,Kuchai Lama,1200 sq.ft.,3 Bedrooms
Residency Chymes @ Jln Gurney For Rent!!!,RM 2 600 per month,Keramat,995 sq.ft.,2 Bedrooms
"Bukit Jalil , Arena Green Apartment with 3 room",RM 1 050 per month,Bukit Jalil,878 sq.ft.,3 Bedrooms
Bayu Andaman Residensi Partial Furnished Sentul,RM 1 700 per month,Sentul,1000 sq.ft.,3 Bedrooms
[Modern ID] Never Occupied Unit Fully Furnished@ Fera Residence W.Maju,RM 2 800 per month,Wangsa Maju,827 sq.ft.,3 Bedrooms
KL Traders Square Residence (Nearby Setapak),RM 2 200 per month,Gombak,1049 sq.ft.,4 Bedrooms
Nice 💥 KLCC High Floor C H E A P 🔥 Setia Sky Residences,RM 2 900 per month,KLCC,990 sq.ft.,1 Bedroom
New Paint Duplex Dahlia Apartment (Pandan Indah) Ampang Jaya For Rent,RM 1 100 per month,Ampang,782 sq.ft.,3 Bedrooms
NEAR HUKM/ PPUKM Cendana Apartment Bandar Sri Permaisuri Cheras,RM 900 per month,Cheras,670 sq.ft.,3 Bedrooms
Majestic Maxim condo for rent (mrt tmn connaught),RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
Majestic Maxim condo for rent (mrt tmn connaught),RM 1 300 per month,Cheras,650 sq.ft.,2 Bedrooms
Majestic Maxim Cheras,RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
Bare Unit NO Kitchen Cabinet Danau Kota Suite Brand New,RM 1 350 per month,Setapak,829 sq.ft.,3 Bedrooms
Actual Unit (Ascenda Residence) Semi Furnished with Air Cond,RM 1 600 per month,Setapak,908 sq.ft.,3 Bedrooms
Danau Kota Suite FULL FURNISHED DKS Setapak KL,RM 1 900 per month,Setapak,829 sq.ft.,3 Bedrooms
Aliran Damai Flat At Cheras For Rent!,RM 650 per month,Cheras,700 sq.ft.,3 Bedrooms
Menara Duta 2 Condominium Dutamas Segambut Kuala Lumpur KL,RM 1 800 per month,Segambut,1400 sq.ft.,4 Bedrooms
"M Centura fully furnished unit for rent. Move in ASAP, view anytime",RM 1 400 per month,Sentul,850 sq.ft.,3 Bedrooms
"Fully furnished unit @ M Centura Sentul, near KLCC Setapak Titiwangsa",RM 1 500 per month,Sentul,850 sq.ft.,3 Bedrooms
[FULLY FURNISHED] LEGASI Kampung Baru Kuala Lumpur Kemasukan Bulan Mac,RM 3 200 per month,KL City,950 sq.ft.,3 Bedrooms
Unio Residence Kepong Super deal in town ready move in,RM 1 700 per month,Kepong,866 sq.ft.,2 Bedrooms
[BELOW MARKET] Tuan Residency near Boulevard Flexus Savio,RM 1 350 per month,Jalan Kuching,900 sq.ft.,3 Bedrooms
Pangsapuri Cemara for Sewa Cheras,RM 1 200 per month,Cheras,750 sq.ft.,3 Bedrooms
"Best Location! SETIA SKY Residences, Jalan Tun Razak, KLCC",RM 4 000 per month,KLCC,1200 sq.ft.,4 Bedrooms
Delima J Dsa Pandan Near KLCC Fully Furnished,RM 1 400 per month,Desa Pandan,1000 sq.ft.,3 Bedrooms
"350m MRT Connaught, Branded Kitchen Cabinet, Cheaper Than Other Units",RM 1 600 per month,Cheras,650 sq.ft.,2 Bedrooms
"350m To MRT Connaught, 5 Station To TRX, Furnished, Below Market Price",RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
Residensi Pandan Mas 2 Condo Fully Furnished,RM 1 700 per month,Desa Pandan,900 sq.ft.,3 Bedrooms
Flat seksyen wangsa maju untuk disewa!!,RM 1 300 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
Unio Residence Kepong best deal in town ready move in,RM 1 650 per month,Kepong,866 sq.ft.,2 Bedrooms
Apartment Putra Ria Bangsar Near LRT Mid Valley,RM 1 400 per month,Bangsar,650 sq.ft.,2 Bedrooms
Full furnish Residensi Puchongmas Platinum OUG bukit jalil kinrara,RM 1 400 per month,Puchong,900 sq.ft.,3 Bedrooms
[BELOW MARKET] 28 Mont Kiara @ MK28 Fully Furnish with Modern ID,RM 13 000 per month,Mont Kiara,3000 sq.ft.,4 Bedrooms
[HOT AREA] Fera Lexa Residence Wangsa Maju Kuala Lumpur,RM 2 800 per month,Wangsa Maju,856 sq.ft.,3 Bedrooms
[BELOW MARKET] Sentul Village near Point Maxim Awani Rica,RM 1 450 per month,Sentul,950 sq.ft.,3 Bedrooms
"The Holmes 2, Bandar Tun Razak, Cheras with 3r 2b with 2 Carpark",RM 1 500 per month,Cheras,943 sq.ft.,3 Bedrooms
[BELOW MARKET] Residensi Wangsamas near Hamilton Lexa Fera Seasons,RM 1 450 per month,Wangsa Maju,800 sq.ft.,3 Bedrooms
[BELOW MARKET] M Centura Sentul near Point Awani Maxim,RM 1 250 per month,Sentul,700 sq.ft.,2 Bedrooms
"Arena Green Apt , Bukit Jalil, Pavilion for Rent (Room)",RM 580 per month,Bukit Jalil,200 sq.ft.,3 Bedrooms
"Near to LRT, Monorail and Bus Stop unit available for rent by Feb 2023",RM 1 800 per month,Titiwangsa,635 sq.ft.,1 Bedroom
Titiwangsa Sentral condo near hkl and many transpotation,RM 2 200 per month,Titiwangsa,1100 sq.ft.,3 Bedrooms
Fully furnished unit for rent at Titiwangsa area by Feb 2023 !,RM 1 800 per month,Titiwangsa,635 sq.ft.,1 Bedroom
Nice unit available for rent at Titiwangsa area by Feb 2023 !,RM 1 800 per month,Titiwangsa,635 sq.ft.,1 Bedroom
"The Holmes Bandar Tun Razak Cheras Near Hukm,with 2 carpark.",RM 1 600 per month,Cheras,1018 sq.ft.,3 Bedrooms
"The Holmes 2, Bandar Tun Razak, Cheras. With 3r 2b with 2 Carpark.",RM 1 700 per month,Cheras,1106 sq.ft.,3 Bedrooms
"The Holmes 2, Bandar Tun Razak, Cheras. With 3r 3b with 2 Carpark.",RM 1 800 per month,Cheras,1106 sq.ft.,3 Bedrooms
M CENTURA Residence Condominium For Rent,RM 1 800 per month,Sentul,850 sq.ft.,3 Bedrooms
"CHEAP, SPACIOUS, WITH BALCONY & POOL NEAR LRT Wangsa Maju & Sri Ramp",RM 1 500 per month,Wangsa Maju,1250 sq.ft.,4 Bedrooms
Hot Unit Near Sunway Velocity Sunway Medical AEON Mytown IKEA LRT,RM 700 per month,Cheras,910 sq.ft.,3 Bedrooms
"NEWLY CONDO🔥 PV18 Residensi Vista Langkawi Setapak, Kuala Lumpur",RM 1 600 per month,Setapak,926 sq.ft.,3 Bedrooms
Partly Furnish Faber Ria Condo 1050sf 2r2b Taman Desa Mid Valley Kucha,RM 1 400 per month,Taman Desa,1050 sq.ft.,2 Bedrooms
Partly Furnish Rivercity Condo 1275sf 3r2b Jalan Ipoh Kuala Lumpur Lrt,RM 1 300 per month,Jalan Ipoh,1275 sq.ft.,3 Bedrooms
Fully furnish Dorchester Apartment studio 410sf Hartamas Mont Kiara,RM 1 100 per month,Sri Hartamas,410 sq.ft.,1 Bedroom
WALK TO MRT J.Dupion ID DESIGN FULL FURNISH Cheras Velocity J DUPION,RM 3 099 per month,Cheras,1125 sq.ft.,3 Bedrooms
"i-Zen@Kiara 2, 1552 sf, 3+1 Rms, 3 Bths, 2 Carparks",RM 3 500 per month,Mont Kiara,1552 sq.ft.,3 Bedrooms
CHEAP FULLY FURNISH Platinum OUG Residence Bukit Jalil Near LRT,RM 1 799 per month,Kuchai Lama,1200 sq.ft.,3 Bedrooms
UBN Tower KL Golden Triangle,RM 2 100 per month,KLCC,720 sq.ft.,1 Bedroom
New 1 bedroom 750sf Semi or furnished to let,RM 1 800 per month,Sri Damansara,750 sq.ft.,1 Bedroom
Newly refurbished spacious 3+1rooms,RM 3 500 per month,KLCC,1681 sq.ft.,3 Bedrooms
"Sri Kenangan, Wangsa Maju",RM 1 600 per month,Wangsa Maju,1259 sq.ft.,4 Bedrooms
Rampai Court Wangsamaju KL Near LRT Sri Rampai,RM 950 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
"[Below Market] 2 Rooms + 2 Baths, Anggun Residences, Fully Furnished",RM 3 700 per month,KL City,976 sq.ft.,2 Bedrooms
